Transaction Number,Fuel Quantity,Gross Price,Full Address,Date & Time,Fuel Type,Site Name,Site ID,VIN,Vehicle ID
2791,4.91866,2.50,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 12:36:58,diesel,Sunoco,22001,18NL51O9ULO9G9K6M,16181851
2808,51.08637,4.07,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 09:45:23,LNG,Sunoco,12010,ULOUH0N9OK1R65FCD,11111112
2820,27.2354,3.21,"43205 OH,  Columbus, 3603 Forest Creek pkwy, ",2024-10-02 04:28:15,diesel,Bucky's,bwxww,K510P2U7F942TRKTY,61318815
2896,17.48651,3.33,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 06:24:09,biodiesel,Sunoco,22001,NQNPUO13X2452NQIY,61774265
2905,18.23241,2.66,"43202 OH,  Columbus, 972 Alabatross Court, ",2024-10-02 11:31:23,liquefied natural gas,Bucky's,bwwww,Q07VVHBJCTEEUT86C,83157543
2911,48.95,2.98,"43209 OH,  Columbus, 1998 Royal Oak Lane, ",2024-10-02 05:36:46,biodiesel,Sunoco,42010,0BVOSJPJIHAFJRQOG,73816348
2929,30.4536,3.45,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 07:42:54,ethanol,Sunoco,74510,KPRFSLAA0ZK2CI0ZA,51111641
2946,5.93,2.81,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 10:59:48,propane,Marathon,egegg,8WF7W0CWCYVZ98KY4,51111113
2948,45.0953,2.48,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 11:43:21,LNG,Love's,bbccp,AGZ7UYS2H529QCFCJ,17167711
2949,42.822,2.40,"43209 OH,  Columbus, 155 Brandonmere Road, ",2024-10-02 07:04:30,biodiesel,Bucky's,jwwwx,6Z8BC9UJRYDJF52SE,48213111
2974,23.67975,3.69,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 08:26:16,propane,Sunoco,46801,SL3KBSN69G503ZIK2,11711111
2990,54.99,3.17,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 04:55:40,ethanol,Sunoco,74510,YAKRKX2DPNOJVSWLO,13262438
3004,20.15813,2.63,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 12:13:50,LNG,WalMart,ddmgd,S6HX8J18085ZTAGH7,11112145
3037,30.66,1.92,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 06:04:06,propane,Flying J,84448,RDYEN605T7U56PDQV,11511871
3067,33.07,3.41,"43209 OH,  Columbus, 1998 Royal Oak Lane, ",2024-10-02 11:35:41,gas,Sunoco,42010,OXXI8U95B1MAJJ9LO,17423684
3087,3.0366,3.61,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 06:58:00,ethanol,Speedway,anyx,GMDF61SPIPFQWYXG6,82341453
3095,38.88,2.80,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 05:13:00,diesel,Bucky's,awxww,K44HGUB0JH3IYVE2N,75762813
3100,47.40648,3.86,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 04:15:58,diesel,Marathon,eeege,K510P2U7F942TRKTY,61318815
3111,22.51525,1.93,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 12:20:53,gas,Bucky's,sxwyx,Q07VVHBJCTEEUT86C,83157543
3117,47.26306,3.11,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 09:39:35,kerosene,Love's,bbccp,2PSORYYDVQ4DD0DP7,43432178
3122,26.9478,3.69,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 10:12:14,methanol,Love's,bbdhc,WKBUWCW4J6E7R2JYZ,45127211
3127,35.19,3.80,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 08:10:29,LNG,Love's,ebcjc,LOKC94P7U4DTNGP4A,13136521
3136,5.94546,3.48,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 11:32:04,lng,Love's,hbcde,OQH8NWV49CKI6BF35,51111111
3140,45.66428,2.77,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 11:26:37,lng,Speedway,anyx,9SJXC3ZY26QKCDESF,12715111
3144,27.98566,3.99,"43211 OH,  Columbus, 4992 Lincoln Avenue, ",2024-10-02 08:09:16,kerosene,Marathon,egfge,WZ26MJNXMYAHSFJ3B,31215171
3183,49.462,3.22,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 04:30:03,liquid natural gas,Bucky's,axwww,BG2TCJD6TT1667ZZX,82115163
3227,52.16,3.54,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 10:54:59,liquefied natural gas,WalMart,ddkdd,Z8JS4P8E0GWO6FGZ6,31125538
3233,8.53,2.99,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 07:55:54,kerosene,Love's,bcdch,KBHJWNF9UABSIMF8I,48121867
3249,33.953,3.05,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 03:20:12,propane,Marathon,egfff,5WSL6MI9Z56VFWD1Z,57481141
3258,42.83992,3.39,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 04:04:40,LNG,Love's,bbdhc,GYITREB0Y588SU4OJ,11111141
3282,26.4368,2.08,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 07:17:46,liquified natural gas,WalMart,hgdjg,UQCHSP9S5XSPF68ZT,11122115
3291,24.99,2.25,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 08:18:38,gas,Sunoco,74510,VOIZ5A9Q67Z70VYJK,17611131
3295,12.2364,2.39,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 06:10:07,diesel,Speedway,vaia,9S03DF5UKK4LR1UKN,41736284
3325,38.52,3.12,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 05:08:23,lng,Sunoco,47810,FE08A1HYHK4ZZIA9C,78511821
3345,36.95978,2.47,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 12:34:36,liquid natural gas,Flying J,22345,51NNASHE30GTLGXLS,51134215
3371,15.436,3.46,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 06:08:35,liquified natural gas,Bucky's,awwyw,NV8T0QCXHCM98AI5N,11113111
3391,31.68937,1.95,"43212 OH,  Columbus, 2878 Daylight Road, ",2024-10-02 12:31:41,biodiesel,Bucky's,awwyw,DO3H0G1B96H4JIMYQ,41118153
3401,34.77765,3.80,"43232 OH,  Columbus, 334 10-Mile Ave, ",2024-10-02 11:14:35,liquified natural gas,Sunoco,47810,PBI8BEBTGSVPTEVI6,18473576
3404,31.90958,3.19,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 09:15:50,biodiesel,Sunoco,36001,YGBE3WBCG2CY3RC58,11712715
3419,38.67786,2.23,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 08:26:06,diesel,Love's,bbdhc,AIYI2YFHYYI8Z1AMT,11522517
3430,13.8,3.98,"43201 OH,  Columbus, 233 Clifton Lane, ",2024-10-02 04:06:14,propane,Love's,bbccp,BTKQCJVVVS07O23CS,15111111
3442,46.28,2.12,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 10:27:13,gas,Bucky's,vxxwx,SET6U3LYDKLVQZ7ZJ,11215155
3448,44.36223,2.53,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 10:10:09,LNG,Bucky's,awwwy,T6E0P7SP09DYMU6WO,12111111
3463,27.76,3.75,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 05:32:19,LNG,Marathon,egfff,CIQBXP25KA9R7ZUOQ,88141111
3547,19.0042,2.24,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 06:05:08,liquid natural gas,Marathon,efeff,82T21311ZDFHMXKYQ,11117711
3568,11.6156,2.40,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 08:14:26,methanol,Love's,bcdcp,Q3UVVJ03IDPZ4DJ3U,21111111
3593,5.56345,2.15,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 08:38:08,lng,Marathon,eegfe,XKS2RZ1UOVN90I9VP,18117111
3606,18.6858,3.87,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 06:00:50,diesel,WalMart,ddmgd,QSMINZLKHZCYY9W3Q,71141217
3609,4.85749,2.34,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 11:26:11,methanol,Love's,bcdcp,RJKA1E9XC0K83O71R,51111111
3635,7.31606,3.59,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 08:14:23,ethanol,Love's,bbcdt,X2KJ2OG6Z9NCIFV9X,45114287
3665,9.35,2.62,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 05:54:41,ethanol,Love's,ebcjc,Z2KDJCCVPZ0IEXM08,61222114
3696,4.4412,2.92,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 12:50:47,liquid natural gas,Bucky's,awxww,Z4XHIV9M4BDWNZ0NM,11131113
3710,3.4755,3.07,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 08:14:16,liquefied natural gas,Love's,cbccc,JBCIW7W1VNP444PBM,11111151
3757,48.32,3.55,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 09:48:52,liquid natural gas,Love's,bcdch,DNV6ZKSCW2QQVB91N,11318111
3761,37.12,3.64,"43251 OH,  Columbus, 9192 Beech Court, ",2024-10-02 07:28:36,LNG,Love's,ebcjc,749GJES4Q8R2TYASL,81271135
3778,14.278,3.54,"43240 OH,  Columbus, 1687 Dutch Elm Parkwy, ",2024-10-02 09:47:05,gas,Love's,bcdch,3KOYBJSS1XR133JCW,11111112
3793,22.473,3.32,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 03:32:25,lng,Bucky's,awwwy,955Q5XRSPS6VIWM23,54825164
3816,28.928,2.00,"43251 OH,  Columbus, 6779 Cougar Parkway, ",2024-10-02 09:36:44,methanol,Love's,bbdhc,8QW7GOA989MCV4T89,11811118
3821,33.6302,2.60,"43206 OH,  Columbus, 5116 Beech Ave, ",2024-10-02 07:55:19,liquid natural gas,Sunoco,36001,3ALXWHK7K30N1TPFU,11516445
3829,11.35,1.93,"43221 OH,  Columbus, 2130 Forest Creek St, ",2024-10-02 09:07:27,LNG,Love's,hbcde,4OIREOSPDPKXCK5QZ,18457823
3832,25.28847,2.71,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 09:42:52,methanol,Marathon,egggf,L0WUGOI40F3T9BIRW,72642321
3850,41.6918,1.98,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 08:58:30,liquefied natural gas,Love's,cbccc,UI46YMADA2FJEDJRJ,11114511
3869,12.647,3.32,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 03:43:59,liquefied natural gas,Flying J,17348,VRI963NRSZY71128Q,51171818
3878,43.79,2.59,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 11:42:37,kerosene,Sunoco,12010,BTKQCJVVVS07O23CS,15111111
3889,42.095,4.09,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 09:24:33,methanol,Love's,kccpf,RV57ZUUW5WGLQ41RA,51111111
3909,53.57,3.28,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 10:50:33,liquefied natural gas,WalMart,ddkdd,2RCW6LPAN0AY2574H,15584114
3913,23.459,3.25,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 03:59:28,gas,Love's,bbcdt,K2Z6PUK36D628U4GD,12622121
3938,9.309,3.76,"43211 OH,  Columbus, 8133 Lindenwood Parkway, ",2024-10-02 10:41:52,propane,Marathon,eeege,NZPGZL2VZTQOCUEVZ,51131137
3939,4.1736,3.90,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 11:58:23,liquefied natural gas,Love's,bbcdt,2787KEOK3O8HVLJNL,11111317
3962,23.99,2.59,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 09:14:07,lng,Marathon,eegfe,WKUIXJD376KEZUGEL,11118111
3973,9.118,2.68,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 05:47:44,kerosene,Bucky's,awwwy,U4KWKCKOX6N33HKX8,11118116
3988,43.9141,2.00,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 08:58:49,methanol,Sunoco,12010,PFVYYP5LWWHGYSPZC,18332651
3989,44.68,3.68,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 06:31:33,biodiesel,Speedway,oafa,BWK97XR4AP11SUNUG,32668218
4070,14.552,3.97,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 08:36:16,biodiesel,Sunoco,46801,XXHTNRSJFEG3VQQSV,47116113
4077,17.47,2.45,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 11:36:23,propane,Sunoco,42611,R3BKAXY6WEUM25QLZ,13354111
4084,24.238,3.21,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 09:15:32,ethanol,Bucky's,sxwyx,ZPLHHZCS3KJBUO4A4,11514771
4097,3.881,3.69,"43227 OH,  Columbus, 9462 Linderwood Ave, ",2024-10-02 09:43:44,LNG,Marathon,efeff,SY1ATDN4ZQ2R31HF1,11311111
4107,27.3547,4.03,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 03:33:52,gas,Marathon,egfff,G6XRVXRE8KU87PFQA,11141111
4108,31.624,3.86,"43215 OH,  Columbus, 4250 SR 125 Parkwy, ",2024-10-02 05:42:42,methanol,WalMart,edhmd,B6RM4ZKZSRT35LUA8,14311311
4109,45.89,2.21,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 05:37:47,LNG,Sunoco,18200,0GSO367QRN3DZYF82,82538861
4140,51.922,2.83,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 09:36:37,methanol,Marathon,efgee,ACYJTK0W371NVX642,18111531
4164,24.4154,3.40,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 05:05:55,ethanol,Sunoco,46801,SDRPEWZY6VENVM7GR,11241236
4183,15.49,2.38,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 07:17:50,diesel,Bucky's,wywxx,OQH8NWV49CKI6BF35,51111111
4186,38.29,3.70,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 06:59:10,gas,Love's,cbccc,OO5VMFGHJPWBRKZWL,17138115
4191,42.441,3.20,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 07:45:53,liquid natural gas,Marathon,efgee,2ELGIFFDH736CPW90,76371238
4195,49.94973,3.93,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 11:54:23,diesel,Sunoco,12010,HCLM3L1TOLDX6Y2KR,81111718
4209,35.61,4.02,"43231 OH,  Columbus, 2332 MountainCrest Ave, ",2024-10-02 10:13:25,liquefied natural gas,Bucky's,vxxwx,PWECJXVWDHOVSVCOZ,13118833
4215,19.291,2.22,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 11:04:10,liquified natural gas,Speedway,mbma,DPYCVUK6TISFC4TDI,81145811
4226,18.567,3.91,"43215 OH,  Columbus, 6072 Second pkwy, ",2024-10-02 04:28:19,propane,Speedway,mbma,KP3VA5LJ7U8JX9VRW,18116112
4243,54.45117,2.08,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 12:19:44,biodiesel,Flying J,17348,1YZOZT4L6EPK0U6RV,11131111
4244,43.63143,2.39,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 03:33:48,biodiesel,Sunoco,42611,74KRQQBPXF71U0FOT,61117131
4254,8.172,2.69,"43203 OH,  Columbus, 8216 Coyote Road, ",2024-10-02 05:15:43,biodiesel,WalMart,hgdjg,A6QY7W0A1YL0EN7I0,47325816
4288,4.95087,2.24,"43271 OH,  Columbus, 4322 Loreli Lane, ",2024-10-02 06:45:36,biodiesel,Love's,cbccc,0GDNJ56769G8NCRZH,71156151
4330,52.4587,3.96,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 07:05:31,ethanol,Marathon,egfff,BE23BNFZM2CVACSMN,11111153
4387,49.001,3.16,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 05:06:51,kerosene,Marathon,efgee,6OOANWPXIZC78WML9,58678146
4412,15.04,2.57,"43240 OH,  Columbus, 2821 Kellogg Str, ",2024-10-02 10:14:26,propane,Bucky's,swwyx,GA6T71FCY0CDLYAS0,61631714
4426,30.95,2.18,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 10:25:21,ethanol,Sunoco,12600,Y85NXTQXOQVERY198,16884137
4432,50.0675,2.25,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 08:45:14,ethanol,Bucky's,wywxx,AAE7RIONV7R2TKK8P,38183426
4465,49.77,3.86,"43232 OH,  Columbus, 7343 Pretzel Str, ",2024-10-02 12:53:16,lng,WalMart,dldde,N4G1FGX7Y171HF4Y2,12131511
4467,36.61369,2.13,"43251 OH,  Columbus, 3548 Second pkwy, ",2024-10-02 10:24:57,liquid natural gas,Marathon,egggf,C7JSMIYIUP8FRAPD5,11118861
4476,39.517,2.64,"43220 OH,  Columbus, 6263 Alabatross Ave, ",2024-10-02 09:05:53,propane,Sunoco,46801,F2HSU3QCVHXB9EAAV,15311183
4485,29.87581,2.79,"43214 OH,  Columbus, 7241 Miller Road, ",2024-10-02 10:51:37,liquefied natural gas,Speedway,vaia,5UVGQCZ2GA6AAQW64,13117111
4491,24.3,2.29,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 08:46:55,liquified natural gas,Sunoco,42611,JBGZ1PN7JIIIRCCUO,77317226
4499,32.519,2.17,"43224 OH,  Columbus, 435 Elon St, ",2024-10-02 05:44:00,gas,Marathon,eefgg,GUWCLZEPQB4OFIJD1,11471124
4519,49.7384,2.36,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 06:21:03,liquefied natural gas,Marathon,egegg,2NH8FWYBVSK4D3XT4,65111551
4520,13.263,2.45,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 04:27:22,ethanol,Bucky's,sxwyx,A6VI1TVULE5XDS875,11375441
4522,51.75281,3.99,"43201 OH,  Columbus, 1082 Brandonmere Str, ",2024-10-02 08:24:14,propane,Bucky's,sxwyx,8YYCT5T2PN9FQ36VK,11311128
4575,32.062,1.93,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 08:28:19,liquefied natural gas,Love's,bbcdt,XWW2PUSGAU24IWASC,11111818
4577,7.098,3.35,"43202 OH,  Columbus, 1632 Forest Crest Lane, ",2024-10-02 04:02:11,biodiesel,Love's,gcccc,XX2MK53AHHVTG35NL,67867161
4594,14.44,3.09,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 12:34:22,liquefied natural gas,Bucky's,wywxx,BMYEF7KZBVVVRYWQL,22845151
4615,31.514,2.38,"43279 OH,  Columbus, 5478 Royal Oak Road, ",2024-10-02 04:11:05,methanol,WalMart,dddlg,HIM53QX7TGNP5062A,21182111
4621,28.1436,2.71,"43279 OH,  Columbus, 3399 10-Mile Parkwy, ",2024-10-02 03:37:45,lng,Marathon,geggg,NBWYSG9QM28S12D64,51122728
4627,50.49036,3.24,"43221 OH,  Columbus, 2555 Miller Lane, ",2024-10-02 12:44:49,lng,Flying J,84448,VPFUV1ZTJMRAJYA9Y,11181176
4630,22.021,3.87,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 04:27:11,ethanol,Bucky's,awwyw,HGB05TVGO1OZWAVBQ,11111113
4633,49.33,2.27,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 12:20:06,liquid natural gas,Love's,bcdcp,477MFK2O1WS8WJLA4,61111115
4657,24.46609,2.87,"43209 OH,  Columbus, 3397 10-Mile Avenue, ",2024-10-02 03:27:33,propane,Marathon,efgee,GOS1PGA58C481U2YD,11121111
4672,30.8217,3.32,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 12:43:25,kerosene,Speedway,laea,I9JKNPFLVY55IWAN7,28144723
4682,27.11957,2.89,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 04:26:26,diesel,Speedway,laea,QBPR7Q9RM43CA0L5V,47615414
4690,23.91,2.14,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 03:08:28,gas,Love's,bbcdt,6HGIUYJT5099NSECO,23811111
4723,2.986,2.18,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 04:20:58,ethanol,Love's,bcdcp,VY1WF9M28T22F786P,16812511
4732,14.28,3.74,"43279 OH,  Columbus, 8636 Clifton Parkwy, ",2024-10-02 06:04:02,methanol,Love's,bcdcp,L33QX2VDKG77WLFGS,36163181
4741,51.587,3.84,"43291 OH,  Columbus, 6335 Summit Parkway, ",2024-10-02 09:09:17,biodiesel,Marathon,eegfe,4D0BQ77ZOLDVXPQAW,64167528
4750,5.05,2.34,"43226 OH,  Columbus, 398 Cougar Avenue, ",2024-10-02 11:47:05,diesel,Bucky's,wywxx,CEP9I2LEDUGPPRYDG,66113173
4797,33.72,3.37,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 10:46:48,lng,Sunoco,42611,Z4XHIV9M4BDWNZ0NM,11131113
4821,54.44866,4.01,"43251 OH,  Columbus, 2038 10-Mile Court, ",2024-10-02 11:17:08,liquified natural gas,Bucky's,axwww,DM8EQYMQILTKGX3PD,23412754
4842,29.77,3.72,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 09:29:21,diesel,Flying J,17348,U3MH1BTOHNZ7F5KCM,11151111
4855,29.73802,1.97,"43207 OH,  Columbus, 9059 Beech Court, ",2024-10-02 07:59:34,ethanol,WalMart,ddmgd,V1K4LYYJNJU2K5PT0,81331177
4856,8.821,3.09,"43226 OH,  Columbus, 7568 Sunrise Str, ",2024-10-02 04:20:43,gas,Flying J,22345,HDWEYQD263DT6GFNX,13848537
4867,11.92658,3.26,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 09:39:40,methanol,Bucky's,awxww,4WL17Z0XD8N09FZ9K,11112111
4894,45.76825,2.02,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 10:27:55,gas,Flying J,17348,LP44F8QPAGLKBX15P,11181131
4923,3.3671,3.28,"43234 OH,  Columbus, 4572 Forest Crest Lane, ",2024-10-02 03:22:05,LNG,Flying J,17348,OOGE460DV22Z25EI9,54311861
4927,15.3431,3.74,"43268 OH,  Columbus, 2141 Wayfair Court, ",2024-10-02 04:25:31,liquified natural gas,Sunoco,74510,IOOMDLUW65ID1JOHS,56162788
4951,22.77,2.47,"43227 OH,  Columbus, 9260 8-Mile pkwy, ",2024-10-02 04:18:35,lng,Love's,bbcdt,SNIIOQYGIGK98EGVS,72315711
4952,49.629,2.06,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 07:10:23,diesel,Bucky's,awwwy,R7SUF0V4D2SMJG7OC,17115111
4970,12.35054,3.34,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 05:45:06,ethanol,Sunoco,22001,0DBDSAE0W4O40ISKZ,13611312
4987,52.4,3.04,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 03:11:46,liquified natural gas,Marathon,ffeee,PZ0SZI2L61VG8HSIC,11147811
4996,6.35483,3.80,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 05:45:43,gas,Bucky's,awwyw,Z5B5H1QQ9GRTAADRC,48752152
4997,11.07,2.20,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 11:24:18,biodiesel,Sunoco,22001,E9WQ8P1YB3NTSY4QY,17711111
4998,42.20481,2.55,"43215 OH,  Columbus, 6175 Stonehill St, ",2024-10-02 06:03:50,lng,Marathon,egfff,3KOYBJSS1XR133JCW,11111112
5005,18.05127,3.71,"43220 OH,  Columbus, 7821 WindingWay pkwy, ",2024-10-02 12:18:42,lng,Sunoco,18200,7WBV0XGPOU9UD8FQM,11611611
5015,49.723,3.89,"43272 OH,  Columbus, 3166 8-Mile Str, ",2024-10-02 06:00:41,diesel,Speedway,oafa,17B4CRLOW3OF7XPEF,13413724
5016,54.68487,3.00,"43214 OH,  Columbus, 7393 Kellogg Ave, ",2024-10-02 11:50:32,propane,Marathon,ffeee,UO9TH9UJAEOYLZD6S,14847125
5020,22.828,2.21,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 03:20:50,ethanol,Sunoco,12010,PQV0SVINTL6ZTT21A,11116115
5065,46.189,3.58,"43265 OH,  Columbus, 3232 Sunrise pkwy, ",2024-10-02 11:50:35,diesel,Sunoco,12010,16XJXPE4UDQAN4BFH,11127476
5094,21.92,3.66,"43203 OH,  Columbus, 6939 Spring Grove Court, ",2024-10-02 12:54:00,lng,Sunoco,12600,3R9V5IQM93HJWFSVL,31715682
5104,49.21,1.94,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 06:46:53,liquified natural gas,WalMart,ddkdd,00GMHVKVXKPKI9DU6,74841277
5119,38.1045,3.03,"43251 OH,  Columbus, 3099 Daylight Street, ",2024-10-02 06:59:19,biodiesel,Love's,kccpf,CACQ3BFEDPTX0EF6Z,35415678
5138,2.58,3.55,"43221 OH,  Columbus, 3195 Fox Str, ",2024-10-02 06:37:05,lng,WalMart,ddkdd,VNZTEGJ7W02J6XCKF,11111837
5141,33.69,3.03,"43240 OH,  Columbus, 1860 SR 222 Street, ",2024-10-02 10:52:10,gas,Speedway,aaji,ZS34CA041G8P3YJXA,21131571
5149,5.7874,2.45,"43215 OH,  Columbus, 2907 SR 222 St, ",2024-10-02 08:24:43,gas,Sunoco,42611,97CT6WFSJDJXPZTXC,44355851
5150,33.43844,3.44,"43235 OH,  Columbus, 2208 Wayfair Parkway, ",2024-10-02 08:37:11,diesel,Speedway,laea,Y5JTGV4FK30M9OURN,21567182
5213,36.4792,3.57,"43236 OH,  Columbus, 2496 Kellogg pkwy, ",2024-10-02 09:50:19,liquid natural gas,Bucky's,awwwy,QN4XG7Y1QC61XSLSP,13254814
5218,14.7,2.10,"43224 OH,  Columbus, 6656 Elm Parkway, ",2024-10-02 05:34:25,lng,Speedway,anyx,21QAUMU02D4635VWQ,11111126
5225,27.76219,3.76,"43218 OH,  Columbus, 6899 Royal Oak pkwy, ",2024-10-02 04:34:48,kerosene,Bucky's,awwyw,HL315FP22H660J1PW,18181518
5238,40.361,2.16,"43291 OH,  Columbus, 8605 Dutch Elm Str, ",2024-10-02 09:57:04,liquefied natural gas,Sunoco,22001,5Z51WZQV72YYQQ2FW,11841114
5270,9.975,3.82,"43271 OH,  Columbus, 4533 Contempo Street, ",2024-10-02 12:07:29,diesel,Bucky's,awxww,RG7OD0PLP1UTAG8GT,16818111
5275,42.17,2.30,"43260 OH,  Columbus, 918 Fox Street, ",2024-10-02 09:10:38,liquid natural gas,Marathon,efgee,4CUBV8NXMQW8EW1U2,86316817
5277,46.93288,2.49,"43215 OH,  Columbus, 9430 Pennsylvania Ave, ",2024-10-02 10:15:26,gas,Marathon,egegg,MQQNV7R9FH7T1WGJQ,58111111
